[2017-11-02 15:49:37:0630] | CInterfaceManager.cpp-L3028: CamCtrl[2000001], GigE SDKVersion(1020001), DriverVersion(0)
[2017-11-02 15:50:12:0527] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:12:0576] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:12:0642] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:12:0774] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:12:0841] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:12:0976] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0042] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0168] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0241] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0370] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0442] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0582] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0635] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0771] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0839] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:13:0968] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0034] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0168] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0239] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0374] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0435] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0570] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0638] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0767] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0838] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:14:0978] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0039] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0100] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0263] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0371] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0433] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0500] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0633] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0708] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0834] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:15:0907] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0035] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0190] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0245] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0297] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0441] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0501] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0631] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0699] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0839] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:16:0989] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0045] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0106] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0164] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0235] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0300] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0367] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0431] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0502] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0569] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0628] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0699] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0766] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0831] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0897] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:17:0963] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:18:0035] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:18:0100] | CInterfaceManager.cpp-L2846: delete one DataNode
[2017-11-02 15:50:18:0299] | CInterfaceManager.cpp-L0645: getfcnt [189], getfcntsucceed[187], totalRecv[580] 
[2017-11-02 15:50:18:0303] | CInterfaceManager.cpp-L2673: RecvThreadProcess exit
